epoch,global_step,train_loss,val_loss,running_loss,learning_rate,skipped_steps
1,2612,0.1310501029591886,0.18833205533969097,0.1555292934164523,7.616300613006443e-06,0
2,5224,0.13233574413747523,0.1899962644417204,0.12820606693950948,2.558842801562364e-06,0
3,7836,0.1311946356919816,0.18912467526865248,0.11443489734102326,0.0,0
