epoch,global_step,train_loss,val_loss,running_loss,learning_rate
1,2612,0.18526363204926447,0.18834984832923576,0.17692041271538353,3.8081503065032214e-05
2,5224,0.1868888231268089,0.18826235185035364,0.18792681814082443,1.279421400781182e-05
3,7836,0.18538405544383357,0.18823004771304955,0.1907881866157977,0.0
