global_step,epoch,loss,lr
184,2,0.08332081139087677,0.0001
185,2,0.1130213513970375,0.0001
186,2,0.004581035580486059,0.0001
187,2,0.12048046290874481,0.0001
188,2,0.011798328720033169,0.0001
189,2,0.28723326325416565,0.0001
190,2,0.0020669775549322367,0.0001
191,2,0.01503344438970089,0.0001
192,2,0.013221212662756443,0.0001
193,2,0.07076743245124817,0.0001
194,2,0.007056018337607384,0.0001
195,2,0.0052634733729064465,0.0001
196,2,0.026372309774160385,0.0001
197,2,0.15061894059181213,0.0001
198,2,0.32214170694351196,0.0001
199,2,0.33579468727111816,0.0001
200,2,0.09326712042093277,0.0001
201,2,0.08337639272212982,0.0001
202,2,0.1420568823814392,0.0001
203,2,0.035964712500572205,0.0001
204,2,0.15134890377521515,0.0001
205,2,0.4387202858924866,0.0001
206,2,0.03964872658252716,0.0001
207,2,0.03319637477397919,0.0001
208,2,0.0058889854699373245,0.0001
209,2,0.3526967167854309,0.0001
210,2,0.0032268257346004248,0.0001
211,2,0.03001302108168602,0.0001
212,2,0.3079136312007904,0.0001
213,2,0.01114167831838131,0.0001
214,2,0.03291112929582596,0.0001
215,2,0.3006778955459595,0.0001
216,2,0.01777421496808529,0.0001
217,2,0.3124611973762512,0.0001
218,2,0.52923583984375,0.0001
219,2,0.21923282742500305,0.0001
220,2,0.05818480998277664,0.0001
221,2,0.2868310809135437,0.0001
222,2,0.07297670841217041,0.0001
223,2,0.4005108177661896,0.0001
224,2,0.2489398717880249,0.0001
225,2,0.06875332444906235,0.0001
226,2,0.033816076815128326,0.0001
227,2,0.2292185127735138,0.0001
228,2,0.4137676954269409,0.0001
229,2,0.016209997236728668,0.0001
230,2,0.024929746985435486,0.0001
231,2,0.02902217209339142,0.0001
232,2,0.02754330076277256,0.0001
233,2,0.28921306133270264,0.0001
234,2,0.006874195300042629,0.0001
235,2,0.2282998263835907,0.0001
236,2,0.05009536072611809,0.0001
237,2,0.3826039135456085,0.0001
238,2,0.08729862421751022,0.0001
239,2,0.2520173490047455,0.0001
240,2,0.002098938450217247,0.0001
241,2,0.14746059477329254,0.0001
242,2,0.13338133692741394,0.0001
243,2,0.1905958354473114,0.0001
244,2,0.15779438614845276,0.0001
245,2,0.21038469672203064,0.0001
246,2,0.11625461280345917,0.0001
247,2,0.15682369470596313,0.0001
248,2,0.0014245064230635762,0.0001
249,2,0.46629130840301514,0.0001
250,2,0.038431644439697266,0.0001
251,3,0.08340074867010117,0.0001
252,3,0.34878623485565186,0.0001
253,3,0.008956128731369972,0.0001
254,3,0.03206459432840347,0.0001
255,3,0.21027591824531555,0.0001
256,3,0.008967529982328415,0.0001
257,3,0.005365224555134773,0.0001
258,3,0.06569275259971619,0.0001
259,3,0.41248661279678345,0.0001
260,3,0.008975685574114323,0.0001
261,3,0.002939933445304632,0.0001
262,3,0.013690332882106304,0.0001
263,3,0.05106998234987259,0.0001
264,3,0.08409734070301056,0.0001
265,3,0.2623177170753479,0.0001
266,3,0.30242103338241577,0.0001
267,3,0.10178112983703613,0.0001
268,3,0.015265551395714283,0.0001
269,3,0.014018893241882324,0.0001
270,3,0.18006348609924316,0.0001
271,3,0.16388073563575745,0.0001
272,3,0.14826829731464386,0.0001
273,3,0.3198542594909668,0.0001
274,3,0.3987104296684265,0.0001
275,3,0.15356430411338806,0.0001
276,3,0.04078792780637741,0.0001
277,3,0.4223727583885193,0.0001
278,3,0.31451576948165894,0.0001
279,3,0.3697042167186737,0.0001
280,3,0.011413807049393654,0.0001
281,3,0.07479051500558853,0.0001
282,3,0.4089060127735138,0.0001
283,3,0.007795512210577726,0.0001
284,3,0.002015121281147003,0.0001
285,3,0.010691097006201744,0.0001
286,3,0.07492119818925858,0.0001
287,3,0.12060822546482086,0.0001
288,3,0.037053514271974564,0.0001
289,3,0.24801677465438843,0.0001
290,3,0.02787778154015541,0.0001
291,3,0.011836211197078228,0.0001
292,3,0.002674772869795561,0.0001
293,3,0.04405610263347626,0.0001
294,3,0.0675525963306427,0.0001
295,3,0.3903599977493286,0.0001
296,3,0.0027162705082446337,0.0001
297,3,0.09665918350219727,0.0001
298,3,0.02335602045059204,0.0001
299,3,0.002755365800112486,0.0001
300,3,0.01973665878176689,0.0001
301,3,0.019376199692487717,0.0001
302,3,0.42933231592178345,0.0001
303,3,0.005631967913359404,0.0001
304,3,0.09092685580253601,0.0001
305,3,0.015670500695705414,0.0001
306,3,0.38043951988220215,0.0001
307,3,0.1087171658873558,0.0001
308,3,0.04205482825636864,0.0001
309,3,0.31207481026649475,0.0001
310,3,0.30950212478637695,0.0001
311,3,0.21243998408317566,0.0001
312,3,0.02741178125143051,0.0001
313,3,0.01244028378278017,0.0001
314,3,0.34703683853149414,0.0001
315,3,0.0746895968914032,0.0001
316,3,0.3805772066116333,0.0001
317,3,0.018352508544921875,0.0001
318,3,0.17214365303516388,0.0001
319,3,0.20615729689598083,0.0001
320,3,0.048678990453481674,0.0001
321,3,0.2520465850830078,0.0001
322,3,0.020279210060834885,0.0001
323,3,0.009261557832360268,0.0001
324,3,0.28705647587776184,0.0001
325,3,0.4161585867404938,0.0001
326,3,0.29874682426452637,0.0001
327,3,0.007505339104682207,0.0001
328,3,0.00286413193680346,0.0001
329,3,0.015055364929139614,0.0001
330,3,0.22406715154647827,0.0001
331,3,0.0643075630068779,0.0001
332,3,0.24337279796600342,0.0001
333,3,0.13253600895404816,0.0001
334,3,0.17482879757881165,0.0001
335,3,0.3628525137901306,0.0001
336,3,0.03554471582174301,0.0001
337,3,0.004629197530448437,0.0001
338,3,0.007550174370408058,0.0001
339,3,0.017003800719976425,0.0001
340,3,0.007592358626425266,0.0001
341,3,0.4091322124004364,0.0001
342,3,0.04070739448070526,0.0001
343,3,0.40371090173721313,0.0001
344,3,0.0653129294514656,0.0001
345,3,0.04584377259016037,0.0001
346,3,0.38062772154808044,0.0001
347,3,0.3243039846420288,0.0001
348,3,0.005192108452320099,0.0001
349,3,0.010933306068181992,0.0001
350,3,0.39118486642837524,0.0001
351,3,0.31521594524383545,0.0001
352,3,0.4068499207496643,0.0001
353,3,0.05652962997555733,0.0001
354,3,0.28811097145080566,0.0001
355,3,0.0018165422370657325,0.0001
356,3,0.4041792154312134,0.0001
357,3,0.10968947410583496,0.0001
358,3,0.06088346242904663,0.0001
359,3,0.11927098035812378,0.0001
360,3,0.5131593346595764,0.0001
361,3,0.1208624541759491,0.0001
362,3,0.06412112712860107,0.0001
363,3,0.0586898997426033,0.0001
364,3,0.008654201403260231,0.0001
365,3,0.08744394034147263,0.0001
366,3,0.1227014809846878,0.0001
367,3,0.022072099149227142,0.0001
368,3,0.012752624228596687,0.0001
369,3,0.0886521190404892,0.0001
370,3,0.0040269894525408745,0.0001
371,3,0.26579374074935913,0.0001
372,3,0.06929978728294373,0.0001
373,3,0.017788488417863846,0.0001
374,3,0.0023684243205934763,0.0001
375,3,0.3452986478805542,0.0001
376,4,0.2754269242286682,0.0001
377,4,0.16377173364162445,0.0001
378,4,0.351024866104126,0.0001
379,4,0.16880112886428833,0.0001
380,4,0.05464526265859604,0.0001
381,4,0.08019785583019257,0.0001
382,4,0.004418238066136837,0.0001
383,4,0.31213250756263733,0.0001
384,4,0.004983888007700443,0.0001
385,4,0.01001173909753561,0.0001
386,4,0.02313501201570034,0.0001
387,4,0.41709011793136597,0.0001
388,4,0.31402769684791565,0.0001
389,4,0.31627383828163147,0.0001
390,4,0.4203084707260132,0.0001
391,4,0.47879937291145325,0.0001
392,4,0.18835210800170898,0.0001
393,4,0.017118297517299652,0.0001
394,4,0.3934960961341858,0.0001
395,4,0.3152950406074524,0.0001
396,4,0.0016418135492131114,0.0001
397,4,0.010155798867344856,0.0001
398,4,0.06059199944138527,0.0001
399,4,0.35245776176452637,0.0001
400,4,0.16656339168548584,0.0001
401,4,0.012229511514306068,0.0001
402,4,0.39767736196517944,0.0001
403,4,0.17664334177970886,0.0001
404,4,0.03237999230623245,0.0001
405,4,0.17971304059028625,0.0001
406,4,0.3031885027885437,0.0001
407,4,0.3905048072338104,0.0001
408,4,0.12722688913345337,0.0001
409,4,0.2737143337726593,0.0001
410,4,0.3300125002861023,0.0001
411,4,0.379589706659317,0.0001
412,4,0.06903529167175293,0.0001
413,4,0.002018189523369074,0.0001
414,4,0.11893390119075775,0.0001
415,4,0.02988206222653389,0.0001
416,4,0.4514707326889038,0.0001
417,4,0.0864732563495636,0.0001
418,4,0.3650529384613037,0.0001
419,4,0.3490704298019409,0.0001
420,4,0.04750319942831993,0.0001
421,4,0.16352041065692902,0.0001
422,4,0.19074144959449768,0.0001
423,4,0.033063046634197235,0.0001
424,4,0.3036971688270569,0.0001
425,4,0.24298211932182312,0.0001
426,4,0.376858115196228,0.0001
427,4,0.3121604323387146,0.0001
428,4,0.06652549654245377,0.0001
429,4,0.18125514686107635,0.0001
430,4,0.004584405105561018,0.0001
431,4,0.2987578511238098,0.0001
432,4,0.452129989862442,0.0001
433,4,0.01511099748313427,0.0001
434,4,0.05855647847056389,0.0001
435,4,0.11866971850395203,0.0001
436,4,0.13979704678058624,0.0001
437,4,0.009032456204295158,0.0001
438,4,0.41135597229003906,0.0001
439,4,0.2252127081155777,0.0001
440,4,0.09525009244680405,0.0001
441,4,0.0678078681230545,0.0001
442,4,0.006270257756114006,0.0001
443,4,0.017954867333173752,0.0001
444,4,0.028210265561938286,0.0001
445,4,0.3871156573295593,0.0001
446,4,0.002352314069867134,0.0001
447,4,0.06549003720283508,0.0001
448,4,0.008751134388148785,0.0001
449,4,0.056705813854932785,0.0001
450,4,0.020498111844062805,0.0001
451,4,0.004354696720838547,0.0001
452,4,0.004482658579945564,0.0001
453,4,0.0072348760440945625,0.0001
454,4,0.08044835180044174,0.0001
455,4,0.05365600809454918,0.0001
456,4,0.33577096462249756,0.0001
457,4,0.44544023275375366,0.0001
458,4,0.3867940604686737,0.0001
459,4,0.04212795943021774,0.0001
460,4,0.009000001475214958,0.0001
461,4,0.0030690962448716164,0.0001
462,4,0.28734228014945984,0.0001
463,4,0.39818471670150757,0.0001
464,4,0.021584369242191315,0.0001
465,4,0.060498472303152084,0.0001
466,4,0.34104442596435547,0.0001
467,4,0.040507569909095764,0.0001
468,4,0.11837910115718842,0.0001
469,4,0.24110867083072662,0.0001
470,4,0.359710156917572,0.0001
471,4,0.06009944900870323,0.0001
472,4,0.3833393454551697,0.0001
473,4,0.002206070814281702,0.0001
474,4,0.23734760284423828,0.0001
475,4,0.015417598187923431,0.0001
476,4,0.4145883023738861,0.0001
477,4,0.27052658796310425,0.0001
478,4,0.044181324541568756,0.0001
479,4,0.003952924162149429,0.0001
480,4,0.007933401502668858,0.0001
481,4,0.01308522280305624,0.0001
482,4,0.008254139684140682,0.0001
483,4,0.0027140930760651827,0.0001
484,4,0.35335856676101685,0.0001
485,4,0.4102782607078552,0.0001
486,4,0.0019569105934351683,0.0001
487,4,0.4912583827972412,0.0001
488,4,0.08364415168762207,0.0001
489,4,0.017703846096992493,0.0001
490,4,0.2815339267253876,0.0001
491,4,0.2181500792503357,0.0001
492,4,0.4032954275608063,0.0001
493,4,0.0696071907877922,0.0001
494,4,0.04950273782014847,0.0001
495,4,0.045279815793037415,0.0001
496,4,0.007589772809296846,0.0001
497,4,0.010948166251182556,0.0001
498,4,0.33128857612609863,0.0001
499,4,0.016817234456539154,0.0001
500,4,0.1272381693124771,0.0001
501,5,0.07939356565475464,0.0001
502,5,0.0348738357424736,0.0001
503,5,0.015498810447752476,0.0001
504,5,0.16478502750396729,0.0001
505,5,0.004844513721764088,0.0001
506,5,0.01780725084245205,0.0001
507,5,0.25932690501213074,0.0001
508,5,0.4069793224334717,0.0001
509,5,0.45362168550491333,0.0001
510,5,0.3095892667770386,0.0001
511,5,0.27051836252212524,0.0001
512,5,0.38604074716567993,0.0001
513,5,0.012104546651244164,0.0001
514,5,0.29222995042800903,0.0001
515,5,0.26110076904296875,0.0001
516,5,0.39965927600860596,0.0001
517,5,0.035240791738033295,0.0001
518,5,0.480715811252594,0.0001
519,5,0.008271978236734867,0.0001
520,5,0.24937263131141663,0.0001
521,5,0.363486111164093,0.0001
522,5,0.028735969215631485,0.0001
523,5,0.38224589824676514,0.0001
524,5,0.056236185133457184,0.0001
525,5,0.0042189620435237885,0.0001
526,5,0.005451065022498369,0.0001
527,5,0.20560936629772186,0.0001
528,5,0.4007475972175598,0.0001
529,5,0.009693092666566372,0.0001
530,5,0.002831246703863144,0.0001
531,5,0.004218345507979393,0.0001
532,5,0.05681290477514267,0.0001
533,5,0.03756660223007202,0.0001
534,5,0.07483189553022385,0.0001
535,5,0.047429680824279785,0.0001
536,5,0.006874618586152792,0.0001
537,5,0.14415434002876282,0.0001
538,5,0.16184131801128387,0.0001
539,5,0.0038610012270510197,0.0001
540,5,0.01397828571498394,0.0001
541,5,0.04473486915230751,0.0001
542,5,0.007111741229891777,0.0001
543,5,0.1435365080833435,0.0001
544,5,0.24817025661468506,0.0001
545,5,0.011144910007715225,0.0001
546,5,0.006943599320948124,0.0001
547,5,0.20163756608963013,0.0001
548,5,0.006264817900955677,0.0001
549,5,0.1602698266506195,0.0001
550,5,0.08141026645898819,0.0001
551,5,0.026975134387612343,0.0001
552,5,0.21238940954208374,0.0001
553,5,0.003108734032139182,0.0001
554,5,0.142391175031662,0.0001
555,5,0.20824077725410461,0.0001
556,5,0.02267029508948326,0.0001
557,5,0.33758634328842163,0.0001
558,5,0.2346189171075821,0.0001
559,5,0.03970274329185486,0.0001
560,5,0.2864627242088318,0.0001
561,5,0.42509251832962036,0.0001
562,5,0.003000031691044569,0.0001
563,5,0.3139907121658325,0.0001
564,5,0.03610698878765106,0.0001
565,5,0.3967882990837097,0.0001
566,5,0.09863437712192535,0.0001
567,5,0.00798447523266077,0.0001
568,5,0.2032163143157959,0.0001
569,5,0.4380677044391632,0.0001
570,5,0.44011327624320984,0.0001
571,5,0.3685184717178345,0.0001
572,5,0.2414742261171341,0.0001
573,5,0.3741571605205536,0.0001
574,5,0.1383274644613266,0.0001
575,5,0.1665375530719757,0.0001
576,5,0.18469300866127014,0.0001
577,5,0.2455241084098816,0.0001
578,5,0.09890083968639374,0.0001
579,5,0.042005717754364014,0.0001
580,5,0.1697661578655243,0.0001
581,5,0.3359300196170807,0.0001
582,5,0.012693248689174652,0.0001
583,5,0.020145686343312263,0.0001
584,5,0.0072049107402563095,0.0001
585,5,0.22548691928386688,0.0001
586,5,0.4138590097427368,0.0001
587,5,0.08351174741983414,0.0001
588,5,0.2639051377773285,0.0001
589,5,0.5649558901786804,0.0001
590,5,0.3206855058670044,0.0001
591,5,0.0027231937274336815,0.0001
592,5,0.012896807864308357,0.0001
593,5,0.4243973195552826,0.0001
594,5,0.004882248118519783,0.0001
595,5,0.36204689741134644,0.0001
596,5,0.012671835720539093,0.0001
597,5,0.25529730319976807,0.0001
598,5,0.3685725927352905,0.0001
599,5,0.044327251613140106,0.0001
600,5,0.0057435790076851845,0.0001
601,5,0.1062076985836029,0.0001
602,5,0.0061897216364741325,0.0001
603,5,0.0293807964771986,0.0001
604,5,0.30854496359825134,0.0001
605,5,0.0042142318561673164,0.0001
606,5,0.04330964386463165,0.0001
607,5,0.027730144560337067,0.0001
608,5,0.07721652090549469,0.0001
609,5,0.273648202419281,0.0001
610,5,0.12297570705413818,0.0001
611,5,0.3646327555179596,0.0001
612,5,0.02476012147963047,0.0001
613,5,0.24562114477157593,0.0001
614,5,0.016487784683704376,0.0001
615,5,0.14454342424869537,0.0001
616,5,0.006967500783503056,0.0001
617,5,0.014696355909109116,0.0001
618,5,0.11628736555576324,0.0001
619,5,0.3065407872200012,0.0001
620,5,0.009577501565217972,0.0001
621,5,0.42983511090278625,0.0001
622,5,0.012532598339021206,0.0001
623,5,0.36152154207229614,0.0001
624,5,0.25773870944976807,0.0001
625,5,0.41565626859664917,0.0001
626,6,0.10841590911149979,0.0001
627,6,0.004281060770153999,0.0001
628,6,0.0020219581201672554,0.0001
629,6,0.41913801431655884,0.0001
630,6,0.2197362780570984,0.0001
631,6,0.3973170220851898,0.0001
632,6,0.3847044110298157,0.0001
633,6,0.012282202951610088,0.0001
634,6,0.2726229727268219,0.0001
635,6,0.16766369342803955,0.0001
636,6,0.13941214978694916,0.0001
637,6,0.4005733132362366,0.0001
638,6,0.32527172565460205,0.0001
639,6,0.022116538137197495,0.0001
640,6,0.4194333553314209,0.0001
641,6,0.15033847093582153,0.0001
642,6,0.019163034856319427,0.0001
643,6,0.016415592283010483,0.0001
644,6,0.03700477257370949,0.0001
645,6,0.09153301268815994,0.0001
646,6,0.17758280038833618,0.0001
647,6,0.40395641326904297,0.0001
648,6,0.41182979941368103,0.0001
649,6,0.4157888889312744,0.0001
650,6,0.01214730367064476,0.0001
651,6,0.15933659672737122,0.0001
652,6,0.019636940211057663,0.0001
653,6,0.05704634264111519,0.0001
654,6,0.009474178776144981,0.0001
655,6,0.08127498626708984,0.0001
656,6,0.019256331026554108,0.0001
657,6,0.21365141868591309,0.0001
658,6,0.6006675958633423,0.0001
659,6,0.13100045919418335,0.0001
660,6,0.4080445468425751,0.0001
661,6,0.13687987625598907,0.0001
662,6,0.196466863155365,0.0001
663,6,0.24553345143795013,0.0001
664,6,0.36518359184265137,0.0001
665,6,0.19870144128799438,0.0001
666,6,0.012146618217229843,0.0001
667,6,0.12426266074180603,0.0001
668,6,0.21609404683113098,0.0001
669,6,0.022095710039138794,0.0001
670,6,0.3740469813346863,0.0001
671,6,0.3489994406700134,0.0001
672,6,0.2550715208053589,0.0001
673,6,0.02404782362282276,0.0001
674,6,0.3599950969219208,0.0001
675,6,0.007460345514118671,0.0001
676,6,0.35859763622283936,0.0001
677,6,0.20976227521896362,0.0001
678,6,0.4172151982784271,0.0001
679,6,0.23086020350456238,0.0001
680,6,0.4110519289970398,0.0001
681,6,0.21339869499206543,0.0001
682,6,0.3719736933708191,0.0001
683,6,0.3219580054283142,0.0001
684,6,0.00942416861653328,0.0001
685,6,0.0020996471866965294,0.0001
686,6,0.36822330951690674,0.0001
687,6,0.3898206949234009,0.0001
688,6,0.008921263739466667,0.0001
689,6,0.012972133234143257,0.0001
690,6,0.05134012550115585,0.0001
691,6,0.0053132581524550915,0.0001
692,6,0.30792075395584106,0.0001
693,6,0.13431687653064728,0.0001
694,6,0.0033573752734810114,0.0001
695,6,0.0056854370050132275,0.0001
696,6,0.1756369173526764,0.0001
697,6,0.06632710993289948,0.0001
698,6,0.26661208271980286,0.0001
699,6,0.36037924885749817,0.0001
700,6,0.0038407298270612955,0.0001
701,6,0.01727362722158432,0.0001
702,6,0.32145994901657104,0.0001
703,6,0.01101724710315466,0.0001
704,6,0.003404336515814066,0.0001
705,6,0.2788221836090088,0.0001
706,6,0.2941499650478363,0.0001
707,6,0.1724826544523239,0.0001
708,6,0.20126959681510925,0.0001
709,6,0.03955252468585968,0.0001
710,6,0.3558606803417206,0.0001
711,6,0.005524467211216688,0.0001
712,6,0.3686228394508362,0.0001
713,6,0.20127546787261963,0.0001
714,6,0.08620193600654602,0.0001
715,6,0.3557373285293579,0.0001
716,6,0.396973580121994,0.0001
717,6,0.005095008760690689,0.0001
718,6,0.14839476346969604,0.0001
719,6,0.33891451358795166,0.0001
720,6,0.3932397961616516,0.0001
721,6,0.1551131010055542,0.0001
722,6,0.3948405385017395,0.0001
723,6,0.058632105588912964,0.0001
724,6,0.4098252058029175,0.0001
725,6,0.03257841616868973,0.0001
726,6,0.004577287472784519,0.0001
727,6,0.06421646475791931,0.0001
728,6,0.03172070533037186,0.0001
729,6,0.10986952483654022,0.0001
730,6,0.35175660252571106,0.0001
731,6,0.021757636219263077,0.0001
732,6,0.006723999045789242,0.0001
733,6,0.41902416944503784,0.0001
734,6,0.3355799913406372,0.0001
735,6,0.08116139471530914,0.0001
736,6,0.38027679920196533,0.0001
737,6,0.05510161444544792,0.0001
738,6,0.01960926502943039,0.0001
739,6,0.005976731888949871,0.0001
740,6,0.07620785385370255,0.0001
741,6,0.26524263620376587,0.0001
742,6,0.02714519575238228,0.0001
743,6,0.37652212381362915,0.0001
744,6,0.4688926339149475,0.0001
745,6,0.004719560965895653,0.0001
746,6,0.0033034246880561113,0.0001
747,6,0.006326890084892511,0.0001
748,6,0.0067339204251766205,0.0001
749,6,0.09404170513153076,0.0001
750,6,0.002880321815609932,0.0001
751,7,0.33869993686676025,0.0001
752,7,0.40592193603515625,0.0001
753,7,0.2196262776851654,0.0001
754,7,0.24906635284423828,0.0001
755,7,0.28117281198501587,0.0001
756,7,0.051203690469264984,0.0001
757,7,0.3415844440460205,0.0001
758,7,0.036415353417396545,0.0001
759,7,0.005255643278360367,0.0001
760,7,0.154155433177948,0.0001
761,7,0.21457058191299438,0.0001
762,7,0.003927679732441902,0.0001
763,7,0.3989844024181366,0.0001
764,7,0.12963880598545074,0.0001
765,7,0.08187787234783173,0.0001
766,7,0.11939835548400879,0.0001
767,7,0.2264796644449234,0.0001
768,7,0.038208238780498505,0.0001
769,7,0.3767833113670349,0.0001
770,7,0.16754183173179626,0.0001
771,7,0.14597347378730774,0.0001
772,7,0.053587958216667175,0.0001
773,7,0.0524027943611145,0.0001
774,7,0.006534120999276638,0.0001
775,7,0.05037986487150192,0.0001
